date,workout_name,workout_type,notes,exercise_name,set_number,reps,weight_kg,rpe
2024-12-09,Push A,push,,Dips,2,8,40,8
2024-12-09,Push A,push,,Dips,3,8,40,8.5
2024-12-09,Push A,push,,Extension triceps poulie,1,12,52,6
2024-12-09,Push A,push,,Extension triceps poulie,2,12,52,7
2024-12-09,Push A,push,,Extension triceps poulie,3,10,52,8
2024-12-11,Pull A,pull,,Tractions pronation,1,8,30,7.5
2024-12-11,Pull A,pull,,Tractions pronation,2,7,30,8
2024-12-11,Pull A,pull,,Tractions pronation,3,6,30,8.5
2024-12-11,Pull A,pull,,Rowing barre,1,8,90,7
2024-12-11,Pull A,pull,,Rowing barre,2,8,90,8
2024-12-11,Pull A,pull,,Rowing barre,3,6,90,8.5
2024-12-11,Pull A,pull,,Tirage vertical,1,10,85,7
2024-12-11,Pull A,pull,,Tirage vertical,2,10,85,8
2024-12-11,Pull A,pull,,Tirage vertical,3,8,85,8
2024-12-11,Pull A,pull,,Curl barre,1,10,42,7
2024-12-11,Pull A,pull,,Curl barre,2,10,42,8
2024-12-11,Pull A,pull,,Curl barre,3,8,42,8.5
2024-12-13,Legs A,legs,,Squat barre,1,6,120,7.5
2024-12-13,Legs A,legs,,Squat barre,2,6,120,8
2024-12-13,Legs A,legs,,Squat barre,3,5,120,8.5
2024-12-13,Legs A,legs,,Presse à cuisses,1,10,180,7
2024-12-13,Legs A,legs,,Presse à cuisses,2,10,180,8
2024-12-13,Legs A,legs,,Presse à cuisses,3,8,180,8.5
2024-12-13,Legs A,legs,,Leg curl,1,12,70,7
2024-12-13,Legs A,legs,,Leg curl,2,10,70,8
2024-12-13,Legs A,legs,,Leg curl,3,10,70,8.5
2024-12-13,Legs A,legs,,Hip thrust,1,10,140,7
2024-12-13,Legs A,legs,,Hip thrust,2,10,140,8
2024-12-13,Legs A,legs,,Hip thrust,3,8,140,8
2024-12-16,Push B,push,,Développé militaire,1,8,85,7
2024-12-16,Push B,push,,Développé militaire,2,8,85,8
2024-12-16,Push B,push,,Développé militaire,3,6,85,8.5
2024-12-16,Push B,push,,Développé couché haltères,1,10,36,7
2024-12-16,Push B,push,,Développé couché haltères,2,10,36,8
2024-12-16,Push B,push,,Développé couché haltères,3,8,36,8.5
2024-12-16,Push B,push,,Arnold press,1,10,30,7
2024-12-16,Push B,push,,Arnold press,2,10,30,8
2024-12-16,Push B,push,,Arnold press,3,8,30,8
2024-12-16,Push B,push,,Écarté haltères,1,12,26,6
2024-12-16,Push B,push,,Écarté haltères,2,12,26,7
2024-12-16,Push B,push,,Écarté haltères,3,10,26,8
2024-12-18,Pull B,pull,,Soulevé de terre,1,5,170,7.5
2024-12-18,Pull B,pull,,Soulevé de terre,2,5,170,8
2024-12-18,Pull B,pull,,Soulevé de terre,3,4,170,8.5
2024-12-18,Pull B,pull,,Rowing haltère,1,10,50,7
2024-12-18,Pull B,pull,,Rowing haltère,2,10,50,8
2024-12-18,Pull B,pull,,Rowing haltère,3,8,50,8.5
2024-12-18,Pull B,pull,,Tirage horizontal poulie,1,10,80,7
2024-12-18,Pull B,pull,,Tirage horizontal poulie,2,10,80,8
2024-12-18,Pull B,pull,,Tirage horizontal poulie,3,8,80,8
2024-12-18,Pull B,pull,,Curl marteau,1,12,28,7
2024-12-18,Pull B,pull,,Curl marteau,2,10,28,8
2024-12-18,Pull B,pull,,Curl marteau,3,10,28,8.5
2024-12-20,Legs B,legs,,Squat bulgare,1,10,42,7.5
2024-12-20,Legs B,legs,,Squat bulgare,2,8,42,8
2024-12-20,Legs B,legs,,Squat bulgare,3,8,42,8.5
2024-12-20,Legs B,legs,,Soulevé de terre roumain,1,8,100,7
2024-12-20,Legs B,legs,,Soulevé de terre roumain,2,8,100,8
2024-12-20,Legs B,legs,,Soulevé de terre roumain,3,6,100,8.5
2024-12-20,Legs B,legs,,Leg extension,1,15,75,7
2024-12-20,Legs B,legs,,Leg extension,2,12,75,8
2024-12-20,Legs B,legs,,Leg extension,3,12,75,8
2024-12-20,Legs B,legs,,Fentes,1,12,30,7
2024-12-20,Legs B,legs,,Fentes,2,10,30,8
2024-12-20,Legs B,legs,,Fentes,3,10,30,8.5
2024-12-23,Push A,push,,Développé couché barre,1,8,110,7
2024-12-23,Push A,push,,Développé couché barre,2,8,110,8
2024-12-23,Push A,push,,Développé couché barre,3,6,110,8.5
2024-12-23,Push A,push,,Développé incliné haltères,1,10,34,7
2024-12-23,Push A,push,,Développé incliné haltères,2,10,34,8
2024-12-23,Push A,push,,Développé incliné haltères,3,8,34,8.5
2024-12-23,Push A,push,,Dips,1,10,40,7
2024-12-23,Push A,push,,Dips,2,8,40,8
2024-12-23,Push A,push,,Dips,3,8,40,8.5
2024-12-23,Push A,push,,Extension triceps poulie,1,12,52,6
2024-12-23,Push A,push,,Extension triceps poulie,2,12,52,7
2024-12-23,Push A,push,,Extension triceps poulie,3,10,52,8
2024-12-25,Pull A,pull,,Tractions pronation,1,8,30,7.5
2024-12-25,Pull A,pull,,Tractions pronation,2,7,30,8
2024-12-25,Pull A,pull,,Tractions pronation,3,6,30,8.5
2024-12-25,Pull A,pull,,Rowing barre,1,8,90,7
2024-12-25,Pull A,pull,,Rowing barre,2,8,90,8
2024-12-25,Pull A,pull,,Rowing barre,3,6,90,8.5
2024-12-25,Pull A,pull,,Tirage vertical,1,10,85,7
2024-12-25,Pull A,pull,,Tirage vertical,2,10,85,8
2024-12-25,Pull A,pull,,Tirage vertical,3,8,85,8
2024-12-25,Pull A,pull,,Curl barre,1,10,42,7
2024-12-25,Pull A,pull,,Curl barre,2,10,42,8
2024-12-25,Pull A,pull,,Curl barre,3,8,42,8.5
2024-12-27,Legs A,legs,,Squat barre,1,6,120,7.5
2024-12-27,Legs A,legs,,Squat barre,2,6,120,8
2024-12-27,Legs A,legs,,Squat barre,3,5,120,8.5
2024-12-27,Legs A,legs,,Presse à cuisses,1,10,180,7
2024-12-27,Legs A,legs,,Presse à cuisses,2,10,180,8
2024-12-27,Legs A,legs,,Presse à cuisses,3,8,180,8.5
2024-12-27,Legs A,legs,,Leg curl,1,12,70,7
2024-12-27,Legs A,legs,,Leg curl,2,10,70,8
2024-12-27,Legs A,legs,,Leg curl,3,10,70,8.5
2024-12-27,Legs A,legs,,Hip thrust,1,10,140,7
2024-12-27,Legs A,legs,,Hip thrust,2,10,140,8
2024-12-27,Legs A,legs,,Hip thrust,3,8,140,8
2024-12-30,Push B,push,,Développé militaire,1,8,85,7
2024-12-30,Push B,push,,Développé militaire,2,8,85,8
2024-12-30,Push B,push,,Développé militaire,3,6,85,8.5
2024-12-30,Push B,push,,Développé couché haltères,1,10,36,7
2024-12-30,Push B,push,,Développé couché haltères,2,10,36,8
2024-12-30,Push B,push,,Développé couché haltères,3,8,36,8.5
2024-12-30,Push B,push,,Arnold press,1,10,30,7
2024-12-30,Push B,push,,Arnold press,2,10,30,8
2024-12-30,Push B,push,,Arnold press,3,8,30,8
2024-12-30,Push B,push,,Écarté haltères,1,12,26,6
2024-12-30,Push B,push,,Écarté haltères,2,12,26,7
2024-12-30,Push B,push,,Écarté haltères,3,10,26,8
2025-01-01,Pull B,pull,,Soulevé de terre,1,5,170,7.5
2025-01-01,Pull B,pull,,Soulevé de terre,2,5,170,8
2025-01-01,Pull B,pull,,Soulevé de terre,3,4,170,8.5
2025-01-01,Pull B,pull,,Rowing haltère,1,10,50,7
2025-01-01,Pull B,pull,,Rowing haltère,2,10,50,8
2025-01-01,Pull B,pull,,Rowing haltère,3,8,50,8.5
2025-01-01,Pull B,pull,,Tirage horizontal poulie,1,10,80,7
2025-01-01,Pull B,pull,,Tirage horizontal poulie,2,10,80,8
2025-01-01,Pull B,pull,,Tirage horizontal poulie,3,8,80,8
2025-01-01,Pull B,pull,,Curl marteau,1,12,28,7
2025-01-01,Pull B,pull,,Curl marteau,2,10,28,8
2025-01-01,Pull B,pull,,Curl marteau,3,10,28,8.5
2025-01-03,Legs B,legs,,Squat bulgare,1,10,42,7.5
2025-01-03,Legs B,legs,,Squat bulgare,2,8,42,8
2025-01-03,Legs B,legs,,Squat bulgare,3,8,42,8.5
2025-01-03,Legs B,legs,,Soulevé de terre roumain,1,8,100,7
2025-01-03,Legs B,legs,,Soulevé de terre roumain,2,8,100,8
2025-01-03,Legs B,legs,,Soulevé de terre roumain,3,6,100,8.5
2025-01-03,Legs B,legs,,Leg extension,1,15,75,7
2025-01-03,Legs B,legs,,Leg extension,2,12,75,8
2025-01-03,Legs B,legs,,Leg extension,3,12,75,8
2025-01-03,Legs B,legs,,Fentes,1,12,30,7
2025-01-03,Legs B,legs,,Fentes,2,10,30,8
2025-01-03,Legs B,legs,,Fentes,3,10,30,8.5
2025-01-06,Push A,push,,Développé couché barre,1,8,112.5,7
2025-01-06,Push A,push,,Développé couché barre,2,8,112.5,8
2025-01-06,Push A,push,,Développé couché barre,3,6,112.5,8.5
2025-01-06,Push A,push,,Développé incliné haltères,1,10,35,7
2025-01-06,Push A,push,,Développé incliné haltères,2,10,35,8
2025-01-06,Push A,push,,Développé incliné haltères,3,8,35,8.5
2025-01-06,Push A,push,,Dips,1,10,42.5,7
2025-01-06,Push A,push,,Dips,2,8,42.5,8
2025-01-06,Push A,push,,Dips,3,8,42.5,8.5
2025-01-06,Push A,push,,Extension triceps poulie,1,12,54.5,6
2025-01-06,Push A,push,,Extension triceps poulie,2,12,54.5,7
2025-01-06,Push A,push,,Extension triceps poulie,3,10,54.5,8
2025-01-08,Pull A,pull,,Tractions pronation,1,8,32.5,7.5
2025-01-08,Pull A,pull,,Tractions pronation,2,7,32.5,8
2025-01-08,Pull A,pull,,Tractions pronation,3,6,32.5,8.5
2025-01-08,Pull A,pull,,Rowing barre,1,8,92.5,7
2025-01-08,Pull A,pull,,Rowing barre,2,8,92.5,8
2025-01-08,Pull A,pull,,Rowing barre,3,6,92.5,8.5
2025-01-08,Pull A,pull,,Tirage vertical,1,10,87.5,7
2025-01-08,Pull A,pull,,Tirage vertical,2,10,87.5,8
2025-01-08,Pull A,pull,,Tirage vertical,3,8,87.5,8
2025-01-08,Pull A,pull,,Curl barre,1,10,43,7
2025-01-08,Pull A,pull,,Curl barre,2,10,43,8
2025-01-08,Pull A,pull,,Curl barre,3,8,43,8.5
2025-01-10,Legs A,legs,,Squat barre,1,6,122.5,7.5
2025-01-10,Legs A,legs,,Squat barre,2,6,122.5,8
2025-01-10,Legs A,legs,,Squat barre,3,5,122.5,8.5
2025-01-10,Legs A,legs,,Presse à cuisses,1,10,185,7
2025-01-10,Legs A,legs,,Presse à cuisses,2,10,185,8
2025-01-10,Legs A,legs,,Presse à cuisses,3,8,185,8.5
2025-01-10,Legs A,legs,,Leg curl,1,12,72.5,7
2025-01-10,Legs A,legs,,Leg curl,2,10,72.5,8
2025-01-10,Legs A,legs,,Leg curl,3,10,72.5,8.5
2025-01-10,Legs A,legs,,Hip thrust,1,10,145,7
2025-01-10,Legs A,legs,,Hip thrust,2,10,145,8
2025-01-10,Legs A,legs,,Hip thrust,3,8,145,8
2025-01-13,Push B,push,,Développé militaire,1,8,87.5,7
2025-01-13,Push B,push,,Développé militaire,2,8,87.5,8
2025-01-13,Push B,push,,Développé militaire,3,6,87.5,8.5
2025-01-13,Push B,push,,Développé couché haltères,1,10,37,7
2025-01-13,Push B,push,,Développé couché haltères,2,10,37,8
2025-01-13,Push B,push,,Développé couché haltères,3,8,37,8.5
2025-01-13,Push B,push,,Arnold press,1,10,31,7
2025-01-13,Push B,push,,Arnold press,2,10,31,8
2025-01-13,Push B,push,,Arnold press,3,8,31,8
2025-01-13,Push B,push,,Écarté haltères,1,12,27,6
2025-01-13,Push B,push,,Écarté haltères,2,12,27,7
2025-01-13,Push B,push,,Écarté haltères,3,10,27,8
2025-01-15,Pull B,pull,,Soulevé de terre,1,5,175,7.5
2025-01-15,Pull B,pull,,Soulevé de terre,2,5,175,8
2025-01-15,Pull B,pull,,Soulevé de terre,3,4,175,8.5
2025-01-15,Pull B,pull,,Rowing haltère,1,10,52,7
2025-01-15,Pull B,pull,,Rowing haltère,2,10,52,8
2025-01-15,Pull B,pull,,Rowing haltère,3,8,52,8.5
2025-01-15,Pull B,pull,,Tirage horizontal poulie,1,10,82.5,7
2025-01-15,Pull B,pull,,Tirage horizontal poulie,2,10,82.5,8
2025-01-15,Pull B,pull,,Tirage horizontal poulie,3,8,82.5,8
2025-01-15,Pull B,pull,,Curl marteau,1,12,29,7
2025-01-15,Pull B,pull,,Curl marteau,2,10,29,8
2025-01-15,Pull B,pull,,Curl marteau,3,10,29,8.5
2025-01-17,Legs B,legs,,Squat bulgare,1,10,44,7.5
2025-01-17,Legs B,legs,,Squat bulgare,2,8,44,8
2025-01-17,Legs B,legs,,Squat bulgare,3,8,44,8.5
2025-01-17,Legs B,legs,,Soulevé de terre roumain,1,8,102.5,7
2025-01-17,Legs B,legs,,Soulevé de terre roumain,2,8,102.5,8
2025-01-17,Legs B,legs,,Soulevé de terre roumain,3,6,102.5,8.5
2025-01-17,Legs B,legs,,Leg extension,1,15,77.5,7
2025-01-17,Legs B,legs,,Leg extension,2,12,77.5,8
2025-01-17,Legs B,legs,,Leg extension,3,12,77.5,8
2025-01-17,Legs B,legs,,Fentes,1,12,31,7
2025-01-17,Legs B,legs,,Fentes,2,10,31,8
2025-01-17,Legs B,legs,,Fentes,3,10,31,8.5
2025-01-20,Push A,push,,Développé couché barre,1,8,112.5,7
2025-01-20,Push A,push,,Développé couché barre,2,8,112.5,8
2025-01-20,Push A,push,,Développé couché barre,3,6,112.5,8.5
2025-01-20,Push A,push,,Développé incliné haltères,1,10,35,7
2025-01-20,Push A,push,,Développé incliné haltères,2,10,35,8
2025-01-20,Push A,push,,Développé incliné haltères,3,8,35,8.5
2025-01-20,Push A,push,,Dips,1,10,42.5,7
2025-01-20,Push A,push,,Dips,2,8,42.5,8
2025-01-20,Push A,push,,Dips,3,8,42.5,8.5
2025-01-20,Push A,push,,Extension triceps poulie,1,12,54.5,6
2025-01-20,Push A,push,,Extension triceps poulie,2,12,54.5,7
2025-01-20,Push A,push,,Extension triceps poulie,3,10,54.5,8
2025-01-22,Pull A,pull,,Tractions pronation,1,8,32.5,7.5
2025-01-22,Pull A,pull,,Tractions pronation,2,7,32.5,8
2025-01-22,Pull A,pull,,Tractions pronation,3,6,32.5,8.5
2025-01-22,Pull A,pull,,Rowing barre,1,8,92.5,7
2025-01-22,Pull A,pull,,Rowing barre,2,8,92.5,8
2025-01-22,Pull A,pull,,Rowing barre,3,6,92.5,8.5
2025-01-22,Pull A,pull,,Tirage vertical,1,10,87.5,7
2025-01-22,Pull A,pull,,Tirage vertical,2,10,87.5,8
2025-01-22,Pull A,pull,,Tirage vertical,3,8,87.5,8
2025-01-22,Pull A,pull,,Curl barre,1,10,43,7
2025-01-22,Pull A,pull,,Curl barre,2,10,43,8
2025-01-22,Pull A,pull,,Curl barre,3,8,43,8.5
2025-01-24,Legs A,legs,,Squat barre,1,6,122.5,7.5
2025-01-24,Legs A,legs,,Squat barre,2,6,122.5,8
2025-01-24,Legs A,legs,,Squat barre,3,5,122.5,8.5
2025-01-24,Legs A,legs,,Presse à cuisses,1,10,185,7
2025-01-24,Legs A,legs,,Presse à cuisses,2,10,185,8
2025-01-24,Legs A,legs,,Presse à cuisses,3,8,185,8.5
2025-01-24,Legs A,legs,,Leg curl,1,12,72.5,7
2025-01-24,Legs A,legs,,Leg curl,2,10,72.5,8
2025-01-24,Legs A,legs,,Leg curl,3,10,72.5,8.5
2025-01-24,Legs A,legs,,Hip thrust,1,10,145,7
2025-01-24,Legs A,legs,,Hip thrust,2,10,145,8
2025-01-24,Legs A,legs,,Hip thrust,3,8,145,8
2025-01-27,Push B,push,,Développé militaire,1,8,87.5,7
2025-01-27,Push B,push,,Développé militaire,2,8,87.5,8
2025-01-27,Push B,push,,Développé militaire,3,6,87.5,8.5
2025-01-27,Push B,push,,Développé couché haltères,1,10,37,7
2025-01-27,Push B,push,,Développé couché haltères,2,10,37,8
2025-01-27,Push B,push,,Développé couché haltères,3,8,37,8.5
2025-01-27,Push B,push,,Arnold press,1,10,31,7
2025-01-27,Push B,push,,Arnold press,2,10,31,8
2025-01-27,Push B,push,,Arnold press,3,8,31,8
2025-01-27,Push B,push,,Écarté haltères,1,12,27,6
2025-01-27,Push B,push,,Écarté haltères,2,12,27,7
2025-01-27,Push B,push,,Écarté haltères,3,10,27,8
2025-01-29,Pull B,pull,,Soulevé de terre,1,5,175,7.5
2025-01-29,Pull B,pull,,Soulevé de terre,2,5,175,8
2025-01-29,Pull B,pull,,Soulevé de terre,3,4,175,8.5
2025-01-29,Pull B,pull,,Rowing haltère,1,10,52,7
2025-01-29,Pull B,pull,,Rowing haltère,2,10,52,8
2025-01-29,Pull B,pull,,Rowing haltère,3,8,52,8.5
2025-01-29,Pull B,pull,,Tirage horizontal poulie,1,10,82.5,7
2025-01-29,Pull B,pull,,Tirage horizontal poulie,2,10,82.5,8
2025-01-29,Pull B,pull,,Tirage horizontal poulie,3,8,82.5,8
2025-01-29,Pull B,pull,,Curl marteau,1,12,29,7
2025-01-29,Pull B,pull,,Curl marteau,2,10,29,8
2025-01-29,Pull B,pull,,Curl marteau,3,10,29,8.5
2025-01-31,Legs B,legs,,Squat bulgare,1,10,44,7.5
2025-01-31,Legs B,legs,,Squat bulgare,2,8,44,8
2025-01-31,Legs B,legs,,Squat bulgare,3,8,44,8.5
2025-01-31,Legs B,legs,,Soulevé de terre roumain,1,8,102.5,7
2025-01-31,Legs B,legs,,Soulevé de terre roumain,2,8,102.5,8
2025-01-31,Legs B,legs,,Soulevé de terre roumain,3,6,102.5,8.5
2025-01-31,Legs B,legs,,Leg extension,1,15,77.5,7
2025-01-31,Legs B,legs,,Leg extension,2,12,77.5,8
2025-01-31,Legs B,legs,,Leg extension,3,12,77.5,8
2025-01-31,Legs B,legs,,Fentes,1,12,31,7
2025-01-31,Legs B,legs,,Fentes,2,10,31,8
2025-01-31,Legs B,legs,,Fentes,3,10,31,8.5
2025-02-03,Push A,push,,Développé couché barre,1,8,115,7
2025-02-03,Push A,push,,Développé couché barre,2,8,115,8
2025-02-03,Push A,push,,Développé couché barre,3,6,115,8.5
2025-02-03,Push A,push,,Développé incliné haltères,1,10,36,7
2025-02-03,Push A,push,,Développé incliné haltères,2,10,36,8
2025-02-03,Push A,push,,Développé incliné haltères,3,8,36,8.5
2025-02-03,Push A,push,,Dips,1,10,45,7
2025-02-03,Push A,push,,Dips,2,8,45,8
2025-02-03,Push A,push,,Dips,3,8,45,8.5
2025-02-03,Push A,push,,Extension triceps poulie,1,12,57,6
2025-02-03,Push A,push,,Extension triceps poulie,2,12,57,7
2025-02-03,Push A,push,,Extension triceps poulie,3,10,57,8
2025-02-05,Pull A,pull,,Tractions pronation,1,8,35,7.5
2025-02-05,Pull A,pull,,Tractions pronation,2,7,35,8
2025-02-05,Pull A,pull,,Tractions pronation,3,6,35,8.5
2025-02-05,Pull A,pull,,Rowing barre,1,8,95,7
2025-02-05,Pull A,pull,,Rowing barre,2,8,95,8
2025-02-05,Pull A,pull,,Rowing barre,3,6,95,8.5
2025-02-05,Pull A,pull,,Tirage vertical,1,10,90,7
2025-02-05,Pull A,pull,,Tirage vertical,2,10,90,8
2025-02-05,Pull A,pull,,Tirage vertical,3,8,90,8
2025-02-05,Pull A,pull,,Curl barre,1,10,44,7
2025-02-05,Pull A,pull,,Curl barre,2,10,44,8
2025-02-05,Pull A,pull,,Curl barre,3,8,44,8.5
2025-02-07,Legs A,legs,,Squat barre,1,6,125,7.5
2025-02-07,Legs A,legs,,Squat barre,2,6,125,8
2025-02-07,Legs A,legs,,Squat barre,3,5,125,8.5
2025-02-07,Legs A,legs,,Presse à cuisses,1,10,190,7
2025-02-07,Legs A,legs,,Presse à cuisses,2,10,190,8
2025-02-07,Legs A,legs,,Presse à cuisses,3,8,190,8.5
2025-02-07,Legs A,legs,,Leg curl,1,12,75,7
2025-02-07,Legs A,legs,,Leg curl,2,10,75,8
2025-02-07,Legs A,legs,,Leg curl,3,10,75,8.5
2025-02-07,Legs A,legs,,Hip thrust,1,10,150,7
2025-02-07,Legs A,legs,,Hip thrust,2,10,150,8
2025-02-07,Legs A,legs,,Hip thrust,3,8,150,8
2025-02-10,Push B,push,,Développé militaire,1,8,90,7
2025-02-10,Push B,push,,Développé militaire,2,8,90,8
2025-02-10,Push B,push,,Développé militaire,3,6,90,8.5
2025-02-10,Push B,push,,Développé couché haltères,1,10,38,7
2025-02-10,Push B,push,,Développé couché haltères,2,10,38,8
2025-02-10,Push B,push,,Développé couché haltères,3,8,38,8.5
2025-02-10,Push B,push,,Arnold press,1,10,32,7
2025-02-10,Push B,push,,Arnold press,2,10,32,8
2025-02-10,Push B,push,,Arnold press,3,8,32,8
2025-02-10,Push B,push,,Écarté haltères,1,12,28,6
2025-02-10,Push B,push,,Écarté haltères,2,12,28,7
2025-02-10,Push B,push,,Écarté haltères,3,10,28,8
2025-02-12,Pull B,pull,,Soulevé de terre,1,5,180,7.5
2025-02-12,Pull B,pull,,Soulevé de terre,2,5,180,8
2025-02-12,Pull B,pull,,Soulevé de terre,3,4,180,8.5
2025-02-12,Pull B,pull,,Rowing haltère,1,10,54,7
2025-02-12,Pull B,pull,,Rowing haltère,2,10,54,8
2025-02-12,Pull B,pull,,Rowing haltère,3,8,54,8.5
2025-02-12,Pull B,pull,,Tirage horizontal poulie,1,10,85,7
2025-02-12,Pull B,pull,,Tirage horizontal poulie,2,10,85,8
2025-02-12,Pull B,pull,,Tirage horizontal poulie,3,8,85,8
2025-02-12,Pull B,pull,,Curl marteau,1,12,30,7
2025-02-12,Pull B,pull,,Curl marteau,2,10,30,8
2025-02-12,Pull B,pull,,Curl marteau,3,10,30,8.5
2025-02-14,Legs B,legs,,Squat bulgare,1,10,46,7.5
2025-02-14,Legs B,legs,,Squat bulgare,2,8,46,8
2025-02-14,Legs B,legs,,Squat bulgare,3,8,46,8.5
2025-02-14,Legs B,legs,,Soulevé de terre roumain,1,8,105,7
2025-02-14,Legs B,legs,,Soulevé de terre roumain,2,8,105,8
2025-02-14,Legs B,legs,,Soulevé de terre roumain,3,6,105,8.5
2025-02-14,Legs B,legs,,Leg extension,1,15,80,7
2025-02-14,Legs B,legs,,Leg extension,2,12,80,8
2025-02-14,Legs B,legs,,Leg extension,3,12,80,8
2025-02-14,Legs B,legs,,Fentes,1,12,32,7
2025-02-14,Legs B,legs,,Fentes,2,10,32,8
2025-02-14,Legs B,legs,,Fentes,3,10,32,8.5
2025-02-17,Push A,push,,Développé couché barre,1,8,115,7
2025-02-17,Push A,push,,Développé couché barre,2,8,115,8
2025-02-17,Push A,push,,Développé couché barre,3,6,115,8.5
2025-02-17,Push A,push,,Développé incliné haltères,1,10,36,7
2025-02-17,Push A,push,,Développé incliné haltères,2,10,36,8
2025-02-17,Push A,push,,Développé incliné haltères,3,8,36,8.5
2025-02-17,Push A,push,,Dips,1,10,45,7
2025-02-17,Push A,push,,Dips,2,8,45,8
2025-02-17,Push A,push,,Dips,3,8,45,8.5
2025-02-17,Push A,push,,Extension triceps poulie,1,12,57,6
2025-02-17,Push A,push,,Extension triceps poulie,2,12,57,7
2025-02-17,Push A,push,,Extension triceps poulie,3,10,57,8
2025-02-19,Pull A,pull,,Tractions pronation,1,8,35,7.5
2025-02-19,Pull A,pull,,Tractions pronation,2,7,35,8
2025-02-19,Pull A,pull,,Tractions pronation,3,6,35,8.5
2025-02-19,Pull A,pull,,Rowing barre,1,8,95,7
2025-02-19,Pull A,pull,,Rowing barre,2,8,95,8
2025-02-19,Pull A,pull,,Rowing barre,3,6,95,8.5
2025-02-19,Pull A,pull,,Tirage vertical,1,10,90,7
2025-02-19,Pull A,pull,,Tirage vertical,2,10,90,8
2025-02-19,Pull A,pull,,Tirage vertical,3,8,90,8
2025-02-19,Pull A,pull,,Curl barre,1,10,44,7
2025-02-19,Pull A,pull,,Curl barre,2,10,44,8
2025-02-19,Pull A,pull,,Curl barre,3,8,44,8.5
2025-02-21,Legs A,legs,,Squat barre,1,6,125,7.5
2025-02-21,Legs A,legs,,Squat barre,2,6,125,8
2025-02-21,Legs A,legs,,Squat barre,3,5,125,8.5
2025-02-21,Legs A,legs,,Presse à cuisses,1,10,190,7
2025-02-21,Legs A,legs,,Presse à cuisses,2,10,190,8
2025-02-21,Legs A,legs,,Presse à cuisses,3,8,190,8.5
2025-02-21,Legs A,legs,,Leg curl,1,12,75,7
2025-02-21,Legs A,legs,,Leg curl,2,10,75,8
2025-02-21,Legs A,legs,,Leg curl,3,10,75,8.5
2025-02-21,Legs A,legs,,Hip thrust,1,10,150,7
2025-02-21,Legs A,legs,,Hip thrust,2,10,150,8
2025-02-21,Legs A,legs,,Hip thrust,3,8,150,8
2025-02-24,Push B,push,,Développé militaire,1,8,90,7
2025-02-24,Push B,push,,Développé militaire,2,8,90,8
2025-02-24,Push B,push,,Développé militaire,3,6,90,8.5
2025-02-24,Push B,push,,Développé couché haltères,1,10,38,7
2025-02-24,Push B,push,,Développé couché haltères,2,10,38,8
2025-02-24,Push B,push,,Développé couché haltères,3,8,38,8.5
2025-02-24,Push B,push,,Arnold press,1,10,32,7
2025-02-24,Push B,push,,Arnold press,2,10,32,8
2025-02-24,Push B,push,,Arnold press,3,8,32,8
2025-02-24,Push B,push,,Écarté haltères,1,12,28,6
2025-02-24,Push B,push,,Écarté haltères,2,12,28,7
2025-02-24,Push B,push,,Écarté haltères,3,10,28,8
2025-02-26,Pull B,pull,,Soulevé de terre,1,5,180,7.5
2025-02-26,Pull B,pull,,Soulevé de terre,2,5,180,8
2025-02-26,Pull B,pull,,Soulevé de terre,3,4,180,8.5
2025-02-26,Pull B,pull,,Rowing haltère,1,10,54,7
2025-02-26,Pull B,pull,,Rowing haltère,2,10,54,8
2025-02-26,Pull B,pull,,Rowing haltère,3,8,54,8.5
2025-02-26,Pull B,pull,,Tirage horizontal poulie,1,10,85,7
2025-02-26,Pull B,pull,,Tirage horizontal poulie,2,10,85,8
2025-02-26,Pull B,pull,,Tirage horizontal poulie,3,8,85,8
2025-02-26,Pull B,pull,,Curl marteau,1,12,30,7
2025-02-26,Pull B,pull,,Curl marteau,2,10,30,8
2025-02-26,Pull B,pull,,Curl marteau,3,10,30,8.5
2025-02-28,Legs B,legs,,Squat bulgare,1,10,46,7.5
2025-02-28,Legs B,legs,,Squat bulgare,2,8,46,8
2025-02-28,Legs B,legs,,Squat bulgare,3,8,46,8.5
2025-02-28,Legs B,legs,,Soulevé de terre roumain,1,8,105,7
2025-02-28,Legs B,legs,,Soulevé de terre roumain,2,8,105,8
2025-02-28,Legs B,legs,,Soulevé de terre roumain,3,6,105,8.5
2025-02-28,Legs B,legs,,Leg extension,1,15,80,7
2025-02-28,Legs B,legs,,Leg extension,2,12,80,8
2025-02-28,Legs B,legs,,Leg extension,3,12,80,8
2025-02-28,Legs B,legs,,Fentes,1,12,32,7
2025-02-28,Legs B,legs,,Fentes,2,10,32,8
2025-02-28,Legs B,legs,,Fentes,3,10,32,8.5
2025-03-03,Push A,push,,Développé couché barre,1,8,117.5,7
2025-03-03,Push A,push,,Développé couché barre,2,8,117.5,8
2025-03-03,Push A,push,,Développé couché barre,3,6,117.5,8.5
2025-03-03,Push A,push,,Développé incliné haltères,1,10,37,7
2025-03-03,Push A,push,,Développé incliné haltères,2,10,37,8
2025-03-03,Push A,push,,Développé incliné haltères,3,8,37,8.5
2025-03-03,Push A,push,,Dips,1,10,47.5,7
2025-03-03,Push A,push,,Dips,2,8,47.5,8
2025-03-03,Push A,push,,Dips,3,8,47.5,8.5
2025-03-03,Push A,push,,Extension triceps poulie,1,12,59.5,6
2025-03-03,Push A,push,,Extension triceps poulie,2,12,59.5,7
